action	current_path	proposed_path	note
FLAG	/media/arash/Transcend-Arash/05_Language/ar/pimsleur/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/unit_00_user_s_guide.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/ar/pimsleur/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/unit_01.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/ar/pimsleur/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/unit_02.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/ar/pimsleur/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/unit_03.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/ar/pimsleur/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/unit_04.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/ar/pimsleur/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/unit_05.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/ar/pimsleur/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/unit_06.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/ar/pimsleur/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/unit_07.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/ar/pimsleur/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/unit_08.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/ar/pimsleur/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/unit_09.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/ar/pimsleur/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/unit_10.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/ar/pimsleur/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/unit_11.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/ar/pimsleur/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/unit_12.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/ar/pimsleur/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/unit_13.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/ar/pimsleur/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/unit_14.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/ar/pimsleur/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/unit_15.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/ar/pimsleur/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/unit_16.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/ar/pimsleur/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/unit_17.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/ar/pimsleur/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/unit_18.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/ar/pimsleur/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/unit_19.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/ar/pimsleur/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/unit_20.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/ar/pimsleur/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/unit_21.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/ar/pimsleur/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/unit_22.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/ar/pimsleur/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/unit_23.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/ar/pimsleur/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/unit_24.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/ar/pimsleur/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/unit_25.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/ar/pimsleur/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/unit_26.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/ar/pimsleur/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/unit_27.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/ar/pimsleur/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/unit_28.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/ar/pimsleur/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/unit_29.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/ar/pimsleur/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/unit_30.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/ar/pimsleur/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/unit_31_reading_01_10.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/ar/pimsleur/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/pimsleur_arabic_modern_standard_1_www_irlanguage.com]/unit_32_reading_11_20.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/ar/pimsleur/pimsleur_arabic_modern_standard_2.rar		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/da		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/da/pimsleur		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/da/pimsleur/pimsleur_danish_1.rar		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_pdf.pdf		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_pdf.rar		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_1_lessons_1_26		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_1_lessons_1_26/01_track_1.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_1_lessons_1_26/02_track_2.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_1_lessons_1_26/03_track_3.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_1_lessons_1_26/04_track_4.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_1_lessons_1_26/05_track_5.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_1_lessons_1_26/06_track_6.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_1_lessons_1_26/07_track_7.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_1_lessons_1_26/08_track_8.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_1_lessons_1_26/09_track_9.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_1_lessons_1_26/10_track_10.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_1_lessons_1_26/11_track_11.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_1_lessons_1_26/12_track_12.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_1_lessons_1_26/13_track_13.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_1_lessons_1_26/14_track_14.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_1_lessons_1_26/15_track_15.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_1_lessons_1_26/16_track_16.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_1_lessons_1_26/17_track_17.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_1_lessons_1_26/18_track_18.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_1_lessons_1_26/19_track_19.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_1_lessons_1_26/20_track_20.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_1_lessons_1_26/21_track_21.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_1_lessons_1_26/22_track_22.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_1_lessons_1_26/23_track_23.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_1_lessons_1_26/24_track_24.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_1_lessons_1_26/25_track_25.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_1_lessons_1_26/26_track_26.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_2_lessons_27_52		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_2_lessons_27_52/01_track_1.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_2_lessons_27_52/02_track_2.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_2_lessons_27_52/03_track_3.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_2_lessons_27_52/04_track_4.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_2_lessons_27_52/05_track_5.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_2_lessons_27_52/06_track_6.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_2_lessons_27_52/07_track_7.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_2_lessons_27_52/08_track_8.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_2_lessons_27_52/09_track_9.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_2_lessons_27_52/10_track_10.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_2_lessons_27_52/11_track_11.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_2_lessons_27_52/12_track_12.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_2_lessons_27_52/13_track_13.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_2_lessons_27_52/14_track_14.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_2_lessons_27_52/15_track_15.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_2_lessons_27_52/16_track_16.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_2_lessons_27_52/17_track_17.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_2_lessons_27_52/18_track_18.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_2_lessons_27_52/19_track_19.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_2_lessons_27_52/20_track_20.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_2_lessons_27_52/21_track_21.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_2_lessons_27_52/22_track_22.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_2_lessons_27_52/23_track_23.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_2_lessons_27_52/24_track_24.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_2_lessons_27_52/25_track_25.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_2_lessons_27_52/26_track_26.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_3_lessons_53_76		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_3_lessons_53_76/01_track_1.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_3_lessons_53_76/02_track_2.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_3_lessons_53_76/03_track_3.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_3_lessons_53_76/04_track_4.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_3_lessons_53_76/05_track_5.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_3_lessons_53_76/06_track_6.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_3_lessons_53_76/07_track_7.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_3_lessons_53_76/08_track_8.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_3_lessons_53_76/09_track_9.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_3_lessons_53_76/10_track_10.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_3_lessons_53_76/11_track_11.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_3_lessons_53_76/12_track_12.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_3_lessons_53_76/13_track_13.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_3_lessons_53_76/14_track_14.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_3_lessons_53_76/15_track_15.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_3_lessons_53_76/16_track_16.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_3_lessons_53_76/17_track_17.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_3_lessons_53_76/18_track_18.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_3_lessons_53_76/19_track_19.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_3_lessons_53_76/20_track_20.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_3_lessons_53_76/21_track_21.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_3_lessons_53_76/22_track_22.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_3_lessons_53_76/23_track_23.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_3_lessons_53_76/24_track_24.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_4_lessons_77_100		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_4_lessons_77_100/01_lesson_088.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_4_lessons_77_100/02_lesson_089.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_4_lessons_77_100/03_lesson_090.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_4_lessons_77_100/04_lesson_091.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_4_lessons_77_100/05_lesson_092.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_4_lessons_77_100/06_lesson_093.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_4_lessons_77_100/07_lesson_094.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_4_lessons_77_100/08_lesson_069.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_4_lessons_77_100/09_lesson_070.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_4_lessons_77_100/10_lesson_071.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_4_lessons_77_100/11_lesson_072.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_4_lessons_77_100/12_lesson_073.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_4_lessons_77_100/13_lesson_074.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_4_lessons_77_100/14_lesson_075.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_4_lessons_77_100/15_lesson_076.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_4_lessons_77_100/16_lesson_077.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_4_lessons_77_100/17_lesson_078.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_4_lessons_77_100/18_lesson_079.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_4_lessons_77_100/19_lesson_080.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_4_lessons_77_100/20_lesson_081.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_4_lessons_77_100/21_lesson_082.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_4_lessons_77_100/22_lesson_083.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_4_lessons_77_100/23_lesson_084.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease/cd_4_lessons_77_100/24_lesson_085.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/assimil_german_with_ease.rar		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/english_package_list.html		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/english_shop.url		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/read_me.txt		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/read_me.url		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/assimil/www_vatandownload_com.txt		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/daf_kompakt		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/daf_kompakt/kursbuch_a1_b1.pdf		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/glossika_german_part1.rar		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/glossika_german_part2.rar		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/glossika_german_part3.rar		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/glossika_german_part4.rar		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/glossika_german_part5.rar		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v1		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v1/glogermf3gsr		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v1/glogermf3gsr/glossika_ende_f3_gsr_day002.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v1/glogermf3gsr/glossika_ende_f3_gsr_day004.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v1/glogermf3gsr/glossika_ende_f3_gsr_day006.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v1/glogermf3gsr/glossika_ende_f3_gsr_day007.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v1/glogermf3gsr/glossika_ende_f3_gsr_day008.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v1/glogermf3gsr/glossika_ende_f3_gsr_day009.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v1/glogermf3gsr/glossika_ende_f3_gsr_day010.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v1/glogermf3gsr/glossika_ende_f3_gsr_day011.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v1/glogermf3gsr/glossika_ende_f3_gsr_day012.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v1/glogermf3gsr/glossika_ende_f3_gsr_day013.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v1/glogermf3gsr/glossika_ende_f3_gsr_day015.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v1/glogermf3gsr/glossika_ende_f3_gsr_day016.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v1/glogermf3gsr/glossika_ende_f3_gsr_day017.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v1/glogermf3gsr/glossika_ende_f3_gsr_day018.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v1/glogermf3gsr/glossika_ende_f3_gsr_day019.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v1/glogermf3gsr/glossika_ende_f3_gsr_day020.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v1/glogermf3gsr/glossika_ende_f3_gsr_day021.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v1/glogermf3gsr/glossika_ende_f3_gsr_day022.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v1/glogermf3gsr/glossika_ende_f3_gsr_day023.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v1/glogermf3gsr/glossika_ende_f3_gsr_day025.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v1/glogermf3gsr/glossika_ende_f3_gsr_day028.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v1/glogermf3gsr/glossika_ende_f3_gsr_day029.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v1/glogermf3gsr/glossika_ende_f3_gsr_day030.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v1/glogermf3gsr/glossika_ende_f3_gsr_day032.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v1/glogermf3gsr/glossika_ende_f3_gsr_day033.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v1/glogermf3gsr/glossika_ende_f3_gsr_day034.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v1/glogermf3gsr/glossika_ende_f3_gsr_day035.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/de/glossika/v1/glogermf3gsr/glossika_ende_f3_gsr_day037.mp3		needs human decision
